Posto/Quadro/Qualificação; Nome;Nº Portaria;Data Portaria
Cel Pil Av;Hector Rivera Alvarez;;26819
Ten Cel Av;Hector Sergio Fernandez Repetto;;30848
Maj Esp Com;Hedemilson de Jesus Clarim;596/SC;38875
SO QSS SAD;Heider de Oliveira Costa;327/SCC;36665
Cel Méd;Heimar Saldanha Camarinha;;34131
CMG;Heinrich Georg Schuler;;25395
Senhor;Heinrich Golcher;;24302
Doutor;Heinz Georg Herwig;;31570
Cel Av R/1;Heinz Gramkow;;29388
SO QSS BMA;Heinz Henrich Friedrich Biedermann;;27204
Maj Av;Heinz Obrecht;;25045
C Alte;Heitor Alves Barreira Júnior;;26476
SO QSS BMB;Heitor Antônio Scomazzon;388/SC;39248
Professor;Heitor Aquino Ferreira;;24114
V Alte;Heitor Baptista Coelho;;21205
Ten Cel Av;Heitor Barbosa de Menezes;;22635
CMG;Heitor Bayma Bruce;341/SC;40323
Doutor;Heitor Beltrão;;22573
Ten Cel Inf (Ex);Heitor Bezerra Leite;531/SC;37782
Ten Cel Eng;Heitor Borges Júnior;;26281
Ten Cel Av;Heitor Cardoso;;25045
Ten Cel QOMED;Heitor Castro Junior;728/SCGC;43598
Ten Cel Ex;Heitor Costa Menna Barreto;;23390
Ten Cel Ex;Heitor Cunha Garcia;;23390
Maj Av;Heitor da Costa Antunes;262/SC;41058
Cel (Ex);Heitor da Cunha Telles de Mendonça;;28306
Maj Ex;Heitor de Castro;;20828
Cel (Ex);Heitor de Montmorency Bizarro Pestana;;34844
Cel Av;Heitor de Oliveira Ribas;;31580
Doutor;Heitor dos Santos Cecílio;;32295
Doutor;Heitor Fernandes Serpa;;30848
Gen Ex;Heitor Furtado Arnizaut de Mattos;;28306
Comandante;Heitor Gilberto San Juan;;26843
Doutor;Heitor Herberto Sales;;29753
Maj Ex;Heitor José de Souza;;32659
Gen Ex (Eng Mil);Heitor Luiz Gomes de Almeida;;29011
Ministro;Heitor Pinto de Moura;;29388
Cel Av;Heitor Sumida;;30483
Mal Ar;Heitor Varady;;20836
SO QSS BMA;Heitor Vicente Gevaerd de Faria;;29753
CMG;Heitor Wegmann da Silva;;33758
Cel Av R/1;Heitor Zorron Cavalcanti;;30118
Maj Esp Sup Téc;Helber Caetano da Fonseca;;33389
Maj Av;Helber Penha Valle;;21205
Ten Cel Av;Helbert Barreto Amâncio;341/SC;40323
SO QSS BFT;Hélcio Antônio Maciel;;33389
Doutor;Hélcio Barcellos Pércia;;27941
SO QSS SAD;Hélcio Bento;;31215
C Alte (FN);Helcio Blacker Espozel;370/SCC;36307
Maj Int;Hélcio Chavadian Esteves;;24299
SO QSS SGS;Hélcio da Cunha Morgado;;26476
Ten Cel QOPM;Hélcio da Silva Vieira;721/SCGC;29/05/2015
Gen Bda;Helcio de Freitas Martins;721/SCGC;29/05/2015
Maj Esp Sup Téc;Hélcio de Oliveira Cunha;;31215
1S QSS SOB;Hélcio de Oliveira Reis;;29388
Diretor Jurídico (FIESP) ;Helcio Honda;798/SCGC;42886
Ten Cel Av;Helcio José Jasiocha Soares;461/SC;39958
Maj Int;Hélcio Lessa de Vasconcellos;;31580
ST Com;Helcio Macedo de Brito;271/SC;40682
Cel Av;Hélcio Mayrink de Carvalho;;26115
Cel Av Ref;Hélcio Medeiros Ribeiro;;27941
Dentista;Hélcio Paraízo Garcia;;24299
Maj Av;Hélcio Paulo de Azevedo PInto;;24299
Cel PM (AM);Hélcio Rodrigues Motta;;31215
Cap (Ex);Hélcio Simões Gomes;;25045
Ministro;Hélcio Tavares Pires;;27204
Ten Cel Av;Hélcio Vieira Junior;388/SC;39248
Ten Cel Int;Helder Alexandre de Avila Farias;423/SC;39610
SO QSS SOB;Helder Bastos Pereira;596/SC;38875
Maj Med ;Helder de Oliveira Andrada;798/SCGC;42886
Pesquisador;Helder Fernando de França Mendes Carneiro;877/SCGC;41789
Doutor;Helder Guerra de Resende;728/SCGC;43598
Cel Int;Helder Kiyoshi Kashiwakura;370/SCC;36307
1S QSS BET;Helder Line Oliveira;566/SCGC;43969
1S QSS SEF;Hélder Lúcio Pereira;566/SCGC;43969
Cel Ex;Helder Macedo Gaudie Ley;;28671
SO;Helder Souza de Almeida;649/SCGC;43230
Cel Inf (EB);Heldo Fernando de Souza;410/SC;37033
Ten Cel (USAF);Helen Gregory;;30334
Doutora;Helena Carvalho Nunes de Souza;;29753
Senhora;Helena Cordovil de Macedo;;23390
Ten Cel QFO R1;Helena Gonçalves Francisco;596/SC;38875
Ministra de Estado;Helena Maria de Freitas Chagas;271/SC;40682
Senhora;Helena Nascimento Santos Britto;;33024
Professora;Helena Rolim Kulnig;;20836
Professora;Helena Silva Pinto Vieira;;20836
SO QSS SML;Heleno Castro da Silva;;35228
Doutor;Heleno Cyrano Cordeiro de Mello;;29011
Maj Av;Helgis Cristófaro;;23750
Senhor;Heli Antonio de Oliveira;327/SCC;36665
1S QSS SGS;Heli Benício Sampaio;;24299
Procurado-Geral da União;Helia Maria de Oliveira Bettero;271/SC;40682
Ten Cel Méd;Hélio Abrahão;;28671
Cel Av;Hélio Acioli da Silva Júnior;;31945
Cel Inf Ref;Hélio Alves Borges;;30848
1S QSS BET;Hélio Alves da Fonseca;;25399
Cel Av;Hélio Alves dos Santos;;23390
1º Ten Esp Com;Hélio Andrade Cardoso;;23209
Cel Av;Hélio Antônio Ribeiro Simas;;26115
Embaixador;Hélio Antônio Scarabôtolo;;26115
Doutor;Hélio Araújo Braga;;29753
Economista;Hélio Barbosa de Oliveira;;34516
Advogado;Hélio Barreto Matheus;;24299
Doutor;Hélio Benício de Paiva;;20836
Cel Av;Hélio Bernd;;26476
SO QSS SEF;Hélio Botelho Requião;;33024
SO QSS BMA R/1;Hélio Brígido da Silva;271/SC;40682
Maj Av;Hélio Britto Cavalcanti;;23937
Tenente-Coronel PM (SP);Hélio Bulgari Filho;531/SC;37782
Ministro das Comunicações;Hélio Calixto da Costa;596/SC;38875
Maj Esp Av;Hélio Cândido da Silva;;33024
Cel Av;Helio Carlos Capanema Garcia;;23565
SO QPA (CN);Hélio Carlos de Oliveira Pires;565/SCGC;42513
Doutor;Hélio Carlos de Souza;;30848
Cel Av R/1;Hélio Carlos Fasolin;327/SCC;36665
Cel Av;Hélio Carvalho Perez;;27204
3S QESA BSP;Helio Carvalho Santos;877/SCGC;41789
Jornalista;Hélio Castro Contreiras de Carvalho;;26877
Cel Av;Hélio Celso Cardoso Louzada;;20836
Ten Cel Av;Hélio Celso de Abreu;;31945
Cel Av;Hélio Cesar Fontenele;;26115
Senhor;Hélio Cezar de Queiroz;;26843
Gen Div;Hélio Chagas de Macedo Júnior;596/SC;38875
Senhor;Hélio Coelho;;28671
1S QSS SAD;Hélio Conceição da Cruz;;32295
Maj Brig Ar;Hélio Costa;;21205
Senhor;Hélio Cotta Pereira;;31580
Cel (Ex);Hélio Cunha Costa;;27941
Senhor;Helio da Costa Bez;;34844
Maj Av;Hélio da Costa Campos;;23013
Cel (Ex);Hélio da Costa Vieira Borges;;34131
CC (FN);Hélio da Rocha Barreto;;31945
Maj Esp CTA;Hélio da Silva;;29753
CT;Hélio da Silva;;25045
1º TEN QOEA SVA;Hélio da Silva Rodrigues;262/SC;41058
Cel Av;Hélio Daemon de Oliveira;;30483
Maj Av;Hélio de Abreu Fonseca;;23937
Professor;Hélio de Almeida Brum;;31580
Ten Cel Ex;Hélio de Araújo Vieira;;30118
SO QSS SEF;Hélio de Caldas Nogueira;;26115
Doutor;Hélio de Castro Farias;;25399
Doutor;Hélio de Figueiredo Cordovil;;32295
Jornalista;Hélio de Francisco Ansaldo;;31580
Ten Cel Int;Hélio de Freitas Loureiro;;23937
Cel Ex (Méd);Hélio de Oliveira;;30118
SO QSS BMA;Hélio de Oliveira Carvalho;;34131
Ten Cel Int;Hélio de Oliveira dos Santos;;30483
Doutor;Hélio de Oliveira Gonçalves;;26843
Senhor;Hélio de Souza Bolze;;29011
2º Ten Esp Av;Hélio de Souza Ramos;;20836
1S QSS BMB;Hélio Dolabela Vaz;;23550
SO QSS BMA;Hélio dos Reis Soares;408/SCC;35969
CEL PM (MG);Hélio dos Santos Júnior;388/SC;39248
Cel Méd;Hélio Duarte Feliciano;;24114
Senhor;Hélio Dutra;;29388
SO QSS SAI;Hélio Fabeliano Lobato Cunha;271/SC;40682
Professor-Doutor;Helio Fernandes da Rocha;327/SCC;36665
Professor;Hélio Fernandes de Macedo;;34131
Deputado Federal;Helio Fernando Barbosa Lopes;566/SCGC;43969
1S QSS SML;Hélio Ferreira Figueiredo;;31945
SO QSS SML R/1;Helio Ferreira Leite;;34844
SO QSS SAD;Hélio Ferreira Martinho;;34131
1S QSS BMA;Hélio Ferreira Valim;;24670
Ten Cel Esp Met;Hélio Fonseca de Araújo;;31945
Conselheiro;Hélio Franchini Neto;649/SCGC;43230
SO QSS SAD;Hélio Francisco de Queiroz Fernandes;;26476
Ten Cel Int;Hélio Freitas Camargo;;33024
Gen Div;Hélio Galdino Martins;;25758
Doutor;Hélio Gil Gracindo;;30118
Doutor;Hélio Gomes de Sá;;26476
Maj Ex;Hélio Gomes do Amaral;;23399
Brig Int;Hélio Gonçalves;;31215
Cel PM (SP);Hélio Guaycuru de Carvalho;;29388
Doutor;Hélio Guedes Pereira;;23209
Sd PM (RJ);Hélio Guimarães Monteiro;;25758
Senhor;Hélio Henrique Fonseca Miranda;721/SCGC;29/05/2015
2S QSS SAD;Hélio Henrique Magalhães;423/SC;39610
Ten Cel Med;Hélio Henrique Vieira Veríssimo;423/SC;39610
Cel Av;Hélio Heraldo Pereira Leal;;26476
Cel Ex;Hélio Ibiapina Lima;;25758
Cel Av R/1;Hélio Imbrósio Oliveira;461/SC;39958
SO QSS BSP;Hélio Isaac Abrahão;;31215
Gen Div;Hélio João Gomes Fernandes;;25758
Maj Eng;Hélio Jorge Wolf;;28671
Senhor;Hélio José Ribeiro;388/SC;39248
Cel Av  R1;Helio José Rodrigues Pires de Moraes;;34844
CF;Hélio Junqueira Meirelles;;28306
Cel Av;Hélio Klein Lontra;;27941
Ten Cel Dent;Hélio Lacerda Werneck;;31945
Maj Brig Ar Ref;Hélio Langsch Keller;;20836
CC;Hélio Leite Novaes;;20836
Cel Av;Hélio Lima;;27204
Cel Av;Hélio Livi Ilha;;23750
Maj Av;Hélio Lorenzetti;;25045
Ten Cel Ex;Hélio Lourenço Ceratti;;26476
Ten Cel Av R/1;Hélio Luiz Bastos da Silva;388/SC;39248
Cel Dent;Hélio Luiz Ludwig;;34131
SO QSS BET;Hélio Luiz Soares Cabo;408/SC;37399
Cel PM (CE);Hélio Luna Alencar;;31064
Maj Esp Av;Hélio Magajevski;;32295
Senhor;Hélio Magalhães Escobar;;24114
1S QSS BSP;Helio Marcos de Jesus;687/SC;38525
Doutor;Hélio Marcos Penna Beltrão;;24667
Ten Cel Av;Helio Marincem;;21569
SO QSS SEL R/1;Helio Marques Rocha;327/SCC;36665
Senhor;Hélio Martins de Carvalho;667/SC;38160
2S QSS SGS;Hélio Mendes de Souza;;25045
Comandante;Hélio Miron Maciel;;29388
Doutor;Hélio Monteiro de Toledo Sales;;20836
Maj Eng;Hélio Moratelli;;27204
C Alte (IM);Helio Mourinho Garcia Junior;262/SC;41058
Cap Av;Hélio Mouro Mariante;;20828
Ten Cel Esp Av;Hélio Müller Cardoso;370/SCC;36307
Senhor;Hélio Nascimento;;32295
1S QSS SGS;Hélio Neves Junior;423/SC;39610
Cel Ex;Hélio Noberto Lima;;30848
1S QSS SAD;Hélio Noble Teixeira;461/SC;39958
Gen Ex;Hélio Pacheco;;30118
Brig Ar;Hélio Paes de Barros;;23209
Ten Brig Ar;Hélio Paes de Barros Júnior;;32295
Cel (Ex);Hélio Paulo de Oliveira Brandão;;23209
3S QTA TVA;Hélio Paulo Honorato;667/SC;38160
2S QSS VTE;Hélio Pereira da Conceição;;20839
Cel Int;Hélio Pereira Leite;;26476
Cel Av;Hélio Pereira Machado;;27941
Cel Av Ref;Hélio Pereira Rosa;;28671
SO QSS SGS;Helio Pereira Valle;566/SCGC;43969
Ten Cel Inf;Hélio Pinto de Moraes;;33024
Cel Ex;Hélio Pires de Moraes;;27941
Maj Eng;Hélio Pitanga de Macedo;;24114
Alte Esq;Hélio Ramos de Azevedo Leite;;27204
Brig Ar;Hélio Rangel Mendes Carneiro;;25045
Senhor;Hélio Raposo;;29011
Doutor;Hélio Raymundo de Britto;;29388
Cel Eng (Ex);Hélio Régua Barcelos Junior;408/SCC;35969
Cel Av;Hélio Reis Cleto;;20836
Ten Cel Inf R/1;Hélio Ricardo Santa Cruz Corrêa;531/SC;37782
Cel Int;Hélio Roberto Bastos Setta;;30848
1S QSS SOB;Hélio Roberto Santos da Conceição;;34516
Ten Cel Av R/1;Hélio Rodrigues Costa;687/SC;38525
Cel Av R1;Hélio Rodrigues Santos Filho;;34516
Jornalista;Hélio Ruben Soares Amoretti;;30848
Maj Ex;Hélio Rubens Vaz de Mello;;23854
Polícia Federal - RN;Helio Sant' anna e Silva Junior;461/SC;39958
Ten Cel Inf;Hélio Santos Brasil;;30848
1S QSS BMB;Helio Santos Correa;596/SC;38875
SO QSS BMA;Hélio Satoru Ishii;721/SCGC;29/05/2015
Ten Cel Méd;Hélio Sena dos Santos;;31215
Brig Ar R/1;Hélio Severino da Silva Filho;;34844
Cel Av;Hélio Silveira;;21941
Cel (Ex);Hélio Sobrino Marques D'Oliveira;;32659
Economista;Hélio Teixeira da Silva;408/SCC;35969
Senhor;Hélio Vianna;;23390
Assessor Especial (CÂMARA DOS DEPUTADOS);Hélio Vitor Ramos Filho;728/SCGC;43598
1º Ten Av;Hélio Xavier Bezerra;;24670
CB QCB SGS;Hélio Xavier da Costa;;26476
Maj Int;Heliodoro Crispim de Azevedo Scalércio;;33758
SO QSS BCT;Heliomar Silva de Lima;721/SCGC;29/05/2015
Senhor;Hélios Gonçalves Vieira;;30483
Doutor;Hélios Homero Bernardi;;26843
SO QSS SAD;Heliton Sales Vianna;;26721
Cel Int;Helius Petronius de Carvalho Rocha;;26476
Ten Cel Med;Helius Vinicius Fonseca;566/SCGC;43969
Professora;Hellá Machado de Sá;;20836
1º Ten Int;Hellen Cristina Modesto de Lima Alencar;271/SC;40682
Maj Med;Hellen Patricia Renda dos Santos;721/SCGC;29/05/2015
2S QSS SOB;Hellenir Rangel;;25045
Professora;Helly Covas Pereira Leiras;;20836
Professor;Helly Lopes Meirelles;;29753
Maj Av;Helmer Barbosa Gilberto;262/SC;41058
Ten Cel Av;Helmo da Rocha Carvalho;;25758
Doutor;Helmo de Azevedo Sussekind;;31945
Doutor;Helmut Antônio Rudiger;;29388
Ten Cel Ex;Helmut Fischer;;25856
CF;Helmut Mohlmann;;25447
Cel Farm;Helmut Peter Georg Wagner;;30118
1S QSS BMT;Helói Messias Fontana;;26476
1º Ten (Ex);Heloides Soares;;25045
Senhora;Heloína Generosa Cândido;423/SC;39610
Ten Cel QFO ENF R/1;Heloísa Alves da Silva;423/SC;39610
Senhora;Heloísa de Souza Falco;;26115
Senhora;Heloísa Fernandes;;34516
Prefeita;Heloisa Helena Franco Leitão;388/SC;39248
Maj Farm R1;Heloisa Helena Ribas Vieira de Mattos;461/SC;39958
Senhora ;Heloísa Medeiros de Oliveira;968/SC;41428
Civil;Heloisa Vieira da Cunha Ramos;461/SC;39958
1º Ten QOEA Anv;Helton Donizete da Silva;271/SC;40682
Vice-Almirante (MD);Helton José Bastos Setta;667/SC;38160
Cap QOEA;Helton Matheus de Moura;;32659
3S QESA BCO;Helvecio Anderson Batista Rodrigues Aguiar;877/SCGC;41789
SO QSS BET;Helvecio de Resende Sa Junior;596/SC;38875
Assessor;Helvécio Guimarães Barroso da Silva;;35228
ST Eng (Ex);Helvécio José Pinheiro;531/SC;37782
Senhor;Helvecio Silva de Faria;877/SCGC;41789
Senhor;Helvídio Prisco Ricardo de Albuquerque;;30483
3S QESA SAD;Hélvio Aparecido Cassiano;531/SC;37782
Doutor;Hélvio Salles;;25045
Gen Bda;Hely Rego;;27941
Maj Av;Hely Silveira;;23390
Ten Cel Esp Av;Hemetério de Sant'Anna;;29753
1º Ten (Ref);Hemetério Raymundo Guedes;408/SC;37399
Senhor;Henaldo Pereira da Silva;596/SC;38875
Cel Eng;Henio Ferreira;;27575
2º Ten QOEA;Henio Pinto de Souza;;26115
SO QSS BMT;Henley Vieira Maldonado;;26721
Doutor;Henri A. Wassenbergh;;32659
Cel Ex;Henri Claude Eugene Lemond;;22973
Senhor;Henri de Troconiz;400/SCC;35593
Senhor;Henri François Bernadete;;30483
Coronel;Henri Lafont;;26897
Cap;Henri P. Ollier;;26897
Doutor;Henri Philippe Reichstul;;31580
Senhor;Henri Ziegler;;26897
Cap Ten;Henrique Afonso da Silva Horta;;23081
Senhor;Henrique Afonso Melcop;;26843
1S QSS SAD;Henrique Agostinho de Santiago;;33758
1S QSS BEI;Henrique Alberto Neubuss;;25045
Cap Av;Henrique Alberto Peçanha Thomaz;;21205
Doutor;Henrique Anawate;;25758
Ten Cel Esp Com;Henrique Antunes de Paiva;;32659
CMG;Henrique Araújo de Souza;;33758
Cel TOMET Res-QPE;Henrique Armando Neves Rodrigues;461/SC;39958
Senhor;Henrique Armbrust;;20839
Cel Av;Henrique Aronovich;;26476
Mal Ex;Henrique Baptista Duffles Teixeira Lott;;20836
Gen Ex;Henrique Beckmann Filho;;25758
Ministro;Henrique Brandão Cavalcanti;;25399
Doutor;Henrique Braune;;22635
2S QSS SAD;Henrique Candioto Braga;271/SC;40682
Gen Div;Henrique Carlos de Assumpção Cardoso;;24667
Comandante;Henrique Carlos Zanini;;26476
Procurador-Geral da INFRAERO;Henrique Celso Gonçalves Marini e Souza;271/SC;40682
1S QSS SEL ;Henrique Cesar Farias da Costa;798/SCGC;42886
Ten Cel Av Ref;Henrique Cezar de Salles Cunha;;29388
Ten Gen Av;Henrique Ciriani Santa Rosa;;21269
Maj Av;Henrique Coelho Belli;566/SCGC;43969
Senhor;Henrique Conde;;28671
Ten Cel Av;Henrique Costa Marques;271/SC;40682
Ten Cel Dent;Henrique da Costa Capille;461/SC;39958
Cel ART;Henrique de Almeida Cardoso;728/SCGC;43598
Brig Int;Henrique de Assis de Lima;;24299
SO QSS SAD;Henrique de Brito Mello;;21205
Presidente do Banco Central;Henrique de Campos Meirelles;531/SC;37782
Doutor;Henrique de Carvalho Gomes;;28306
Ten Brig Eng;Henrique de Castro Neves;;20836
CMG (FN);Henrique De Castro Pinto Homem;566/SCGC;43969
SO QSS SAD;Henrique de Souza Mendonça;;34516
SO QSS BMA;Henrique Dias dos Santos;687/SC;38525
Maj Brig Ar;Henrique do Amaral Penna;;20839
Ten Cel Av;Henrique do Espírito Santo Mota Oliveira;721/SCGC;29/05/2015
Doutor;Henrique Dumont Villares;;20828
Doutor;Henrique Eduardo Ferreira Hargreaves;;28306
Engenheiro;Henrique Eichel;;23209
Senhor;Henrique Fernandes Ensá;;30483
Cel Méd;Henrique Ferreira Dantas;;31215
SO QSS BSP;Henrique Firmino Gomes;461/SC;39958
Mal Ar;Henrique Fleiuss;;20836
Doutor;Henrique Francisco Bonança;;21205
Cel Av;Henrique Garcia Schumann;461/SC;39958
Doutor;Henrique Gomes de Almeida;;29388
SO QSS SAD;Henrique Gonçalves Romeiro Filho;877/SCGC;41789
Advogado;Henrique Gonçalves Trindade;565/SCGC;42513
SO QSS SGS;Henrique Heeren de Oliveira;271/SC;40682
Cel Eng;Henrique Hiroshi Kanematsu;408/SCC;35969
1S QSS SAD;Henrique Hudson de Souza;728/SCGC;43598
2º Ten Ref;Henrique Jorge Bulcão de Moraes;;32659
C Alte (IM);Henrique Leonel Martins Pereira;;27941
Doutor;Henrique Lins de Barros;408/SC;37399
Ten Cel Med;Henrique Lourenço Filho;341/SC;40323
Doutor;Henrique Manoel Assumpção Rupp;;29011
Ten Brig Ar Ref;Henrique Marini e Souza;;28671
1S QSS BMT;Henrique Mazzini Barbosa;;34516
V Alte;Henrique Mendonça Kusel;;28306
Cel Méd;Henrique Mourão Camarinha;;24299
Professor;Henrique Nicolini;;28306
Alte Esq;Henrique Octávio Aché Pillar;;27204
Doutor;Henrique Octávio Velho Cirne Lima;;26115
Cel Av;Henrique Oliveira de Moraes;687/SC;38525
Auditor Fiscal;Henrique Paiva de Araújo;649/SCGC;43230
Maj Esp Com;Henrique Parra Biúdes;;26115
Professor;Henrique Paulo Bahiana;;26843
Cap QOEA GDS;Henrique Pereira Cardoso;877/SCGC;41789
Senhor;Henrique Perez Torres;;25399
Senhor;Henrique Plácido de Oliveira;;27816
1S QSS SAD;Henrique Ponciano Ribeiro;728/SCGC;43598
Maj Brig Ar;Henrique Raymundo Dyott Fontenelle;;20836
Cel Av;Henrique Raymundo Dyott Fontenelle Sobrinho;;31580
V Alte;Henrique Renato Baptista De Souza;566/SCGC;43969
Cel Av R/1;Henrique Rodrigues Domingues;;31945
1º Secretário;Henrique Rodrigues Valle Júnior;;27204
Cel Av;Henrique Rodrigues Vieira Filho;;29388
Cel Int;Henrique Roth;;33758
C Alte;Henrique Rubem Costa Velloso;;29011
Doutor;Henrique Ruiz Larramendy;;20828
Alte Esq (FN);Henrique Sabóia;;28306
SO QSS BSP;Henrique Sales de Menezes;;27575
Vereador;Henrique Santana Carballal;649/SCGC;43230
Senhor;Henrique Santos Dumont;;20839
Cel CBM (DF);Henrique Silva Barbosa;;33024
Gen Bda (Eng Mil);Henrique Stefani e Silva;;32659
Doutor;Henrique Toledo Dodsworth;;23209
Doutor;Henrique Vailate Filho;;31580
Senhora;Henriqueta Duarte Silva;;31580
Cel Av;Henry Gustavo Holguin Terrero;649/SCGC;43230
Senhor;Henry Souza dos Santos;;24442
Capitão R/1;Henry Watanabe;;33758
Cel Av;Henry Wilson Munhoz Wender;388/SC;39248
Cel Méd;Henryki Gendzel;;30483
SO QSS BCT;Heráclito Martins;327/SCC;36665
Maj Av;Heraclito Moreira de Souza;649/SCGC;43230
Ten Cel Inf;Heráclito Sette Silva;;34516
Maj Ex;Heraldo Álvares Cruz;;23013
2S QSS SAD;Heraldo Aurino Gomes;461/SC;39958
CC;Heraldo Cardoso Vianna;;23013
SO QSS BET;Heraldo Cortes Maia;;33024
Gen Div;Heraldo Covas Pereira;400/SCC;35593
Senhor;Heraldo Crougal de Andrada;;23209
2S QSS SEL;Heraldo dos Santos Oliveira;721/SCGC;29/05/2015
Senhor;Heraldo Gomes;388/SC;39248
CMG;Heraldo Guimarães Martins;;26843
Brig Ar;Heraldo Luiz Rodrigues;408/SCC;35969
Professor;Heraldo Marelim Vianna;;23750
CMG;Heraldo Messeder de Souza;;27204
Gen Ex;Heraldo Tavares Alves;;28671
Doutor;Heraldo Tavares Neves;;34516
SO QSS SGS;Herber Lincoln;410/SC;37033
Cap QOEA SVA;Herbert Amarante Pinheiro Filgueiras;423/SC;39610
Maj Brig;Herbert Buchs;;24086
Ten Cel Av;Herbert Carvalho Azzi;;31215
Maj Esp Com;Herbert José Zier Júnior;271/SC;40682
Sargento (USAF);Herbert Lee Belden;;25542
Cel Méd;Herbert Mendes Coutinho Marques;;23209
Cap Int ;Herbert Mendes Lima;968/SC;41428
Doutor;Herbert Moses;;20839
Senhor;Herbert Richers;;21205
Ten Cel Int;Herbert Silva Sales;565/SCGC;42513
Ten Cel Av;Herbert Zamith Junqueira;;27575
CC;Herberto Chrokatt de Sá Jacobs;;26115
Acadêmico;Herberto de Azevedo Sales;;29753
CMG;Hercel Ahrends Teixeira;;25758
Deputado Federal (MG);Herculano Anghinetti;596/SC;38875
Doutor;Herculano Ruy Vaz Carneiro;;22635
Cap QOEA SVM ;Herculano Saraiva Bastos;968/SC;41428
Cel Eng;Herculano Teixeira de Siqueira;;29753
2S QSS SAD;Hércules Alexandre Gonçalves da Silva;877/SCGC;41789
SO QSS BSP;Hércules Castello de Oliveira;400/SCC;35593
Cap Adm;Hércules Castro;;25045
Cel PM;Hércules José da Silva;;33024
SO QSS BCO;Hércules Soares da Silva;565/SCGC;42513
Cap Av ;Herhic Rabelo Alves Pereira;968/SC;41428
CMG;Herialdo Martins Ferreira Filho;;29753
Coordenador-Geral;Heriberto Henrique Vilela do Nascimento;649/SCGC;43230
Gen Bda Ar;Heriberto Hilario Insaurralde Amarilla;271/SC;40682
CMG;Heriberto Paiva;;20836
V Alte;Herick Marques Caminha;;27204
Maj Inf (Ex);Herlon Stricker Do Valle;566/SCGC;43969
CB QCB SEF;Herly Pinto Cabral;;24705
Gen Div;Herman Bergoqvist;;28306
Diretor;Herman Jacob Spanjaard;;24859
Cel Av;Herman Moreno Roca;;25913
Maj Brig Eng R/1;Herman Rubens Walenkamp;;32295
General;Herman S. Barú;;20895
CF;Herman Stroub;596/SC;38875
C Alte;Hermann Iberê Santos Boehmer Junior;262/SC;41058
Doutor;Hermano Américo Falcone;;30118
Cel Av;Hermano da Silva;;22635
Gen Div;Hermano Lomba Santoro;;29388
Cel Int;Hermano Orlando Costa Sampaio;;29011
Maj Brig Ar;Hermano Paes Vianna;;26843
Empresário;Hermano Studart Lins de Albuquerque;667/SC;38160
Ministro de Segunda Classe;Hermano Telles Ribeiro;;35228
Cel Av;Hermano Vitral Joppert Júnior;;26843
CF;Hermar Duarte de Almeida;;23013
Senhor (TRT-SP) ;Hermelindo Lopes Filho;798/SCGC;42886
CF;Hermenegildo Andreiuolo;;33389
1S QSS BMA;Hermenegildo Soares da Silva;;26115
Ten Cel Av;Hermes da Gama Almeida;;20836
Cel Inf;Hermes de Souza Passos;877/SCGC;41789
Professor;Hermes Lima;;22635
Maj Int;Hermes Lopes Chagas;;23013
Maj Brig Ar;Hermes Moreira;;27575
Professor;Hermes Moreira dos Santos;;33758
Senhor;Hermes Nascimento;;30483
SO QSS SAD;Hermes Tavares do Couto;;32659
SO QSS SOB;Hermindo Fernandes Filho;;31215
Procuradora da Justiça Militar;Hermínia Célia Raymundo;370/SCC;36307
SO SAD R1;Hermínio José Galindo;341/SC;40323
Cel Av;Hermio Vargas de Carvalho;;21569
1º Ten Farm;Hermógenes Gharja Arraes;;23209
Deputado;Hermógenes Príncipe de Oliveira;;22635
Maj Av;Hernando Castro;;21492
Coronel (Colômbia);Hernando Garcia Castaño;408/SCC;35969
Ten Cel Méd;Hernando José Camara;;28671
Cel CBMDF;Hernane Domingues Pinto;388/SC;39248
Cel Av;Hernani D'Aguiar;;24667
