ORD;QUALIFICAÇÃO;AGRACIADO;PORTARIA;DATA
13083;Suboficial QSS BSP;Milton Cohen Ferreira;048/SCC;18/01/1996
13084;Suboficial QSS BMA;Milton Costa Pacheco;091/SCC;20/01/1980
13085;Suboficial;Milton Cruz da Silva;092/SCC;20/01/1982
13086;Suboficial QSS BMA;Milton da Silva Dias;1057/SCC;20/12/1985
13087;Suboficial QSS BEP;Milton da Silva Magalhães;202/SC;18/02/2004
13088;Terceiro-Sargento QTA TCO;Milton da Silva Nogueira;202/SC;18/02/2004
13089;Suboficial QSS BCT;Milton Damião Spalado Souza;161/SC;21/02/2003
13090;Taifeiro-Mor QTA TAR;Milton de Campos Bueno;086/SCC;20/01/1983
13091;Suboficial QSS BEI;Milton de Freitas;80/SC;26/02/2008
13092;Suboficial QSS BEP;Milton Deocleciano Monteiro;841/SCC;01/12/1988
13093;Primeiro-Sargento QSS SAD;Milton Fernandes de Farias;086/SCC;20/01/1983
13094;Capitão QOEA;Mílton Ferreira de Araújo Filho;870/SCC;20/12/1991
13095;Suboficial QSS BMA;Milton Freire Gondim;1194/SCC;15/12/1986
13096;Cabo QCB SGS;Milton Gonçalves da Silva;086/SCC;20/01/1983
13097;Suboficial QSS BCO;Milton Goncalves Soares;29/SCGC;29/01/2016
13098;Suboficial QSS SEL;Milton Januário de Carvalho;841/SCC;01/12/1988
13099;Primeiro-Sargento QSS SAD;Milton João Tolomelli;048/SCC;18/01/1996
13100;Cabo QCB SAD;Milton Joaquim de Souza;116/SCC;20/01/1984
13101;Senhor;Milton José de Freitas;1194/SCC;15/12/1986
13102;Suboficial QSS BMA;Milton José Gonçalves Torres;086/SCC;20/01/1983
13103;Senhor;Milton Karl;1057/SCC;20/12/1985
13104;Primeiro-Sargento QSS BCT;Milton Laranjeira Pinto Junior;58/SC;14/02/2012
13105;Senhor;Milton Leite Pereira;80/SC;26/02/2008
13106;Suboficial QSS SMU;Milton Martins;086/SCC;20/01/1983
13107;Suboficial QSS BEI;Milton Mascaro Júnior;100/SCC;20/02/1997
13108;Cabo QCB SGS;Milton Oliveira Passos;116/SCC;20/01/1984
13109;Suboficial QSS SAD;Milton Pinto da Cunha;968-A/SCC;14/12/1990
13110;Cabo QCB BSP;Milton Salvador de Oliveira;113/SC;22/02/2001
13111;Suboficial QSS BMA;Milton Sanguineto Balseiros;80/SC;26/02/2008
13112;Primeiro-Sargento QSS SGS;Milton Soares Dutra Filho;1.659/SCGC;21/12/2016
13113;Suboficial QSS SEF;Mílton Tavares;051/SCC;26/02/1993
13114;Suboficial QSS SDE;Minoru Takeda;841/SCC;01/12/1988
13115;Segundo-Sargento QSS SIN;Miqueias Coelho Gonçalves;2/SCGC;06/01/2020
13116;Segundo-Sargento QSS SAD;Miqueias dos Reis Miranda;58/SC;14/02/2012
13117;Suboficial QSS BCT;Miquéias Souza e Silva;90/SCC;22/02/1999
13118;Senhor;Miracy Pires da Silva;086/SCC;20/01/1983
13119;Suboficial SEF;Miria da Silva Gonçalves;81/SC;07/02/2011
13120;Senhora;Miriam Auxiliadora Saldanha Laurindo;29/SCGC;29/01/2016
13121;Senhora;Miriam Fonseca;130/SCGC;03/02/2014
13122;Senhora;Miriam Leila Macedo de Souza Marraschi;048/SCC;18/01/1996
13123;Terceiro-Sargento QSCON TES;Miriam Suely Nagl;1.659/SCGC;21/12/2016
13124;Senhora;Miriam Tineo Nacarate;182/SCGC;18/02/2015
13125;Suboficial QFG SEF;Mirian Rubinstein Fragoso;1.659/SCGC;21/12/2016
13126;Senhora;Mirna Pedroso;870/SCC;20/12/1991
13127;Suboficial QSS SMU;Miroslau Kreinski;1172/SCC;15/12/1987
13128;Senhora;Mirthes de Lourdes Siqueira;092/SCC;20/01/1982
13129;Senhor;Misael Antonio Bremm;189/SC;07/02/2013
13130;Suboficial QSS BCO;Misael Pena Firme;106/SC;21/02/2007
13131;Suboficial QSS BMA;Mitsunori Sasaki;870/SCC;20/12/1991
13132;Senhor;Mitsuo Yamada;182/SCGC;18/02/2015
13133;Suboficial QSS BMA;Moacir Abreu Lima;90/SCC;22/02/1999
13134;Suboficial;Moacir Alencar de Sá;051/SCC;26/02/1993
13135;Suboficial QSS BMB;Moacir Alves da Silveira;086/SCC;20/01/1983
13136;Primeiro-Sargento QSS SEF;Moacir Antônio José Duarte;1057/SCC;20/12/1985
13137;Taifeiro-Mor QTA TCO;Moacir Brito Maia;047/SCC;20/01/1981
13138;Senhor;Moacir Bueno de Oliveira;870/SCC;20/12/1991
13139;Suboficial QSS BMA;Moacir Campos Severo da Silva;968-A/SCC;14/12/1990
13140;Suboficial QSS BCT;Moacir Cantanhede de Jesus Filho;113/SC;22/02/2001
13141;Suboficial QSS BCO;Moacir da Silva;047/SCC;20/01/1981
13142;Suboficial QSS BMA;Moacir Gomes de Oliveira;189/SC;07/02/2013
13143;Suboficial QSS BCO;Moacir Hilario de Carvalho;106/SC;21/02/2007
13144;Segundo-Sargento (Mar);Moacir José de Assis;931/SCC;12/12/1989
13145;Terceiro-Sargento QESA BMA;Moacir Lins Gomes;870/SCC;20/12/1991
13146;Suboficial QSS BMA;Moacir Neves de Almeida;051/SCC;26/02/1993
13147;Primeiro-Sargento BCT;Moacir Orlandir Temp;80/SC;26/02/2008
13148;Suboficial;Moacir Pedro da Silva;086/SCC;20/01/1983
13149;Suboficial QSS BMA;Moacir Pereira da Silva;160/SCC;16/03/1994
13150;Suboficial QSS BCO;Moacir Santana da Silva;047/SCC;20/01/1981
13151;Suboficial QSS BSP;Moacir Silva Nascimento Filho;968-A/SCC;14/12/1990
13152;Terceiro-Sargento;Moacir Tolentino de Lima;81/SC;07/02/2011
13153;Primeiro-Sargento QSS SAD;Moacir Zago;051/SCC;26/02/1993
13154;Taifeiro-Mor QTA TAR;Moacyr Antônio Destro;092/SCC;20/01/1982
13155;Capitão QOEA SVA ;Moacyr Cunha Neto;051/SCC;26/02/1993
13156;Suboficial QSS BET;Moacyr da Silva Simões;1813/SCC;20/12/1984
13157;Taifeiro-Mor QTA TAR;Moacyr da Silveira Cunha;1172/SCC;15/12/1987
13158;Taifeiro-Mor QTA TAR;Moacyr dos Santos;092/SCC;20/01/1982
13159;Segundo-Tenente QOEA;Moacyr Moura;931/SCC;12/12/1989
13160;Capitão;Moacyr Rocha;1172/SCC;15/12/1987
13161;Suboficial QSS BET;Moacyr Roseira Pinto;1172/SCC;15/12/1987
13162;Taifeiro-Mor QTA TAR;Moacyr Teixeira de Oliveira;1813/SCC;20/12/1984
13163;Suboficial QSS SEL;Modesto Sousa Otelo;1172/SCC;15/12/1987
13164;Terceiro-Sargento QESA SAD;Moisés Alves de Souza;160/SCC;16/03/1994
13165;Suboficial BFT;Moises Campbell de Medeiros;80/SC;26/02/2008
13166;Subtenente de Infantaria;Moisés Cristiano Benites Kisiel;6/SCGC;08/01/2018
13167;Segundo-Sargento QSS SGS;Moises da Silva;107/SC;25/02/2009
13168;Suboficial QSS BMT;Moisés da Silva Porto;98/SCC;18/02/1998
13169;Suboficial QSS BMA;Moisés da Silva Vicentino;113/SCC;28/02/2000
13170;Suboficial QSS BET;Moisés de Almeida Ferreira;98/SCC;18/02/1998
13171;Taifeiro de Primeira Classe QTA TAR;Moises de Assis Juvenal;100/SCC;20/02/1997
13172;Suboficial QTA TBA;Moises de Sousa Pinto;189/SC;07/02/2013
13173;Suboficial QSS BET;Moises de Souza;107/SC;25/02/2009
13174;Suboficial QSS BMA;Moises de Souza Nascimento;58/SC;14/02/2012
13175;Cabo QCB SAD;Moisés do Nascimento Elkain;161/SC;21/02/2003
13176;Suboficial QSS BMA;Moises dos Santos Esmael;58/SC;14/02/2012
13177;Primeiro-Sargento QSS SGS;Moisés Euclydes;931/SCC;12/12/1989
13178;Cabo QCB SEM;Moises Freitas de Carvalho;106/SC;21/02/2007
13179;Suboficial QSS BMA;Moisés Galdino Figueiredo;841/SCC;01/12/1988
13180;Suboficial QSS SAI;Moises Gomes Da Silva;1.659/SCGC;21/12/2016
13181;Suboficial QSS SGS;Moises Gonçalves Ferreira;58/SC;14/02/2012
13182;Suboficial QSS BMA;Moises Jaudnes Etcheverria;189/SC;07/02/2013
13183;Suboficial (ES);Moisés Júlio da Silva ;29/SCGC;29/01/2016
13184;Subtentente de Artilharia;Moisés Machado Leite;6/SCGC;08/01/2018
13185;Primeiro-Sargento QSS SAD;Moisés Magalhães;29/SCGC;29/01/2016
13186;Terceiro-Sargento QSS SAD;Moises Martim Batista Teixeira;182/SCGC;18/02/2015
13187;Suboficial QSS SEF;Moisés Miranda das Neves;107/SC;25/02/2010
13188;Suboficial QSS BMA;Moisés Nogueira;161/SC;21/02/2003
13189;Capitão;Moisés Nogueira da Silva;051/SCC;26/02/1993
13190;Suboficial QSS SMU;Moisés Nunes Andrade;141/SC;19/02/2002
13191;Primeiro-Sargento QSS SAD;Moisés Oliveira dos Santos;048/SCC;18/01/1996
13192;Cabo QCB SGS;Moises Oliveira Veloso;107/SC;25/02/2009
13193;Suboficial QSS SEL;Moisés Saraiva Bastos;100/SCC;20/02/1997
13194;Primeiro-Sargento SMU;Moises Siqueira de Mendonça;80/SC;26/02/2008
13195;Cabo QCB SEM;Moisés Veiga da Silva;113/SCC;28/02/2000
13196;Capitão;Moisés Venâncio Pimenta;968-A/SCC;14/12/1990
13197;Suboficial QSS BMB;Moisés Vidal Freitas;98/SCC;18/02/1998
13198;Senhora;Mônica Castello Branco Henriques;793/SC;16/08/2006
13199;Primeiro-Sargento QSS SAD;Mônica de Souza Almeida Prudente;2/SCGC;06/01/2020
13200;Senhora;Monica de Souza Tuler;58/SC;14/02/2012
13201;Suboficial QFG SAD;Mônica Izabel Pimentel Mota;247/SC;06/03/2006
13202;Suboficial QFG SEF;Monica Maura da Silva;130/SCGC;03/02/2014
13203;Segundo-Sargento SAD;Monica Paula Rocha Martins;81/SC;07/02/2011
13204;Primeiro-Sargento (CL);Mônica Pereira Cardoso Pinto;2/SCGC;06/01/2020
13205;Senhora;Mônica Schornbaum Cubas Ferraz;160/SCC;16/03/1994
13206;Suboficial QFG SAD;Monica Silva de Souza;58/SC;14/02/2012
13207;Suboficial QSS BCO;Moysés da Rocha;1813/SCC;20/12/1984
13208;Suboficial QSS SAD;Moysés Fontoura Barbosa;841/SCC;01/12/1988
13209;Segundo-Sargento;Moyses Moreira;113/SC;22/02/2001
13210;Suboficial QSS SAD;Mozart da Silva Côrtes;048/SCC;18/01/1996
13211;Primeiro-Sargento QTA TAR;Mozart Galego Mrad;1.659/SCGC;21/12/2016
13212;Suboficial QSS BMA;Mozart Serêjo Ciarlini;202/SC;18/02/2004
13213;Senhor;Mucio Rodrigues Torres;1.659/SCGC;21/12/2016
13214;Suboficial QSS BMA;Murilo Armando Mello dos Anjos;58/SC;14/02/2012
13215;Suboficial QSS SGS;Murilo Eustáquio Cardoso;841/SCC;01/12/1988
13216;Senhor ;Murilo Kleber Ottoni de Carvalho;29/SCGC;29/01/2016
13217;Primeiro-Sargento QSS BMA;Murilo Ralf da Silva;10/SCGC;10/01/2019
13218;Suboficial QSS SGS;Murilo Rocha dos Santos;106/SC;21/02/2007
13219;Terceiro-Sargento QSS SAD;Mychaeell Batista de Oliveira;130/SCGC;03/02/2014
13220;Suboficial QSS SML;Myles Alexander de Almeida Elias;107/SC;25/02/2009
13221;Sargento;Myriam Beatriz Arambillete Vilar;1.659/SCGC;21/12/2016
13222;Senhora;Myrian Altair Meira;1057/SCC;20/12/1985
13223;Senhora;Myrian Martins Sinclair;931/SCC;12/12/1989
13224;Suboficial QFG SAD;Naara de Morais Cambui;141/SC;19/02/2002
13225;Terceiro-Sargento QESA SAD;Nabi Gomes da Silva;113/SC;22/02/2001
13226;Suboficial QSS BSP;Nabor Rodrigues dos Santos Neto;870/SCC;20/12/1991
13227;Primeiro-Sargento QSS BSP;Nabucodonosor Carvalho de Andrade;141/SC;19/02/2002
13228;Segundo-Sargento (ES);Nacelio Alves Pessoa;81/SC;07/02/2011
13229;Senhora;Nádia Azevedo Oliveira;80/SC;26/02/2008
13230;Senhora;Nádia Maria Cursino;160/SCC;16/03/1994
13231;Senhora;Nádia Regina Rodrigues Paixão;107/SC;25/02/2010
13232;Segundo-Sargento QSS BEV;Nadílson de Souza Carvalho;931/SCC;12/12/1989
13233;Taifeiro de Primeira Classe QTA TAR;Nadilton Borges Serpa;841/SCC;01/12/1988
13234;Suboficial QSS BMA;Nadir Cláudio Pandolfo;202/SC;18/02/2004
13235;Suboficial QSS BMA;Nadir Mello;086/SCC;20/01/1983
13236;Primeiro-Sargento QSS SAD;Nadir Mussalam;051/SCC;26/02/1993
13237;Senhor;Nadison Vieira do Nascimento;98/SCC;18/02/1998
13238;Suboficial QSS BMT;Nadson da Silva Werneck;048/SCC;18/01/1996
13239;Suboficial QSS SEL;Naelson Gonçalves de Melo;116/SCC;20/01/1984
13240;Senhor;Naelson Guedes de Moraes;841/SCC;01/12/1988
13241;Primeiro-Sargento QSS SAD;Naftali Alves dos Reis;1172/SCC;15/12/1987
13242;Senhora;Nair de Souza Pensabem;1813/SCC;20/12/1984
13243;Senhora;Náira Garcia dos Santos;1172/SCC;15/12/1987
13244;Senhora;Nanci de Oliveira Ferreira;204/SC;22/02/2005
13245;Senhora;Nanci Miyeko Nakamura;130/SCGC;03/02/2014
13246;Senhora;Nancy Barroso Pardo;1172/SCC;15/12/1987
13247;Primeiro-Sargento QFG SAD;Nancy Nery de Sant'anna;204/SC;22/02/2005
13248;Senhora;Nancy Ramos da Graça;1172/SCC;15/12/1987
13249;Suboficial QSS BMA;Naor Pereira de Oliveira;113/SCC;28/02/2000
13250;Senhor;Napoleão Fares Cavalcante;968-A/SCC;14/12/1990
13251;Suboficial QSS SGS;Napoleão José Esper;841/SCC;01/12/1988
13252;Terceiro-Sargento QSS SAD;Napoleão Pinheiro Guerra;092/SCC;20/01/1982
13253;Suboficial QSS SEF;Napoleão Vieira de Aguiar Junior;189/SC;07/02/2013
13254;Senhora;Nara Bittencourt Werner;968-A/SCC;14/12/1990
13255;Senhora;Nara Maria de Souza Prietsch;204/SC;22/02/2005
13256;Suboficial BEV;Narbal Joaquim Luiz Junior;81/SC;07/02/2011
13257;Primeiro-Sargento QSS SOB;Narbal Soares Fernandes da Silva;160/SCC;16/03/1994
13258;Suboficial QSS BMA;Narciso Cordeiro da Silva;130/SCGC;03/02/2014
13259;Senhor;Narciso Lourenço Nascimento de Paiva;98/SCC;18/02/1998
13260;Terceiro-Sargento QC (DT);Narciso Pinheiro Filho;092/SCC;20/01/1982
13261;Suboficial;Narciso Roberto Blaires Nogueira;98/SCC;18/02/1998
13262;Suboficial QSS SEL;Narlon Cruz Braga;182/SCGC;18/02/2015
13263;Suboficial QSS BEP;Nasson Barbosa Vieira de Assis;160/SCC;16/03/1994
13264;Primeiro-Sargento (ME);Nataildo Gomes de Sá;189/SC;07/02/2013
13265;Taifeiro-Mor QTA TCO;Natal Rocha;160/SCC;16/03/1994
13266;Primeiro-Sargento QSS STO;Natália da Silva Goulart Maisonnette Cunha;2/SCGC;06/01/2020
13267;Suboficial QSS BMA;Natalício José de Oliveira;98/SCC;18/02/1998
13268;Senhora;Natalina Areba do Amaral;870/SCC;20/12/1991
13269;Suboficial QSS BEP;Natalino da Silva Pereira;116/SCC;20/01/1984
13270;Professor;Natalino Messias Naressi;968-A/SCC;14/12/1990
13271;Senhor;Natanael Barroso Pereira;100/SCC;20/02/1997
13272;Senhora;Natividade do Socorro Ferreira do Nascimento;100/SCC;20/02/1997
13273;Suboficial QSS BET;Naudi Luiz Franco Correa;141/SC;19/02/2002
13274;Capitão;Navíglio Tasoniero;051/SCC;26/02/1993
13275;Primeiro-Sargento QSS BCO;Nazareno Potiguar dos Santos;182/SCGC;18/02/2015
13276;Senhor;Nazareno Victor da Silva;90/SCC;22/02/1999
13277;Primeiro-Sargento QSS SAD;Nedir Alcino Martins Machado;113/SCC;28/02/2000
13278;Primeiro-Sargento de Comunicações;Neeskens Silva Fernandes;182/SCGC;18/02/2015
13279;Primeiro-Sargento QSS SMU;Nehemias dos Santos Souza;58/SC;14/02/2012
13280;Primeiro-Sargento (Mar);Nehemias Pires de Castro Sales;1194/SCC;15/12/1986
13281;Suboficial QSS SOB;Nei Bastos Cosme;98/SCC;18/02/1998
13282;Suboficial (AV-RV);Nei Cesar Correia da Silva;182/SCGC;18/02/2015
13283;Suboficial QSS BCO;Nei Costa dos Santos;141/SC;19/02/2002
13284;Suboficial QSS BET;Nei da Costa Nogueira;161/SC;21/02/2003
13285;Suboficial QSS SAI;Nei de Souza Silva;189/SC;07/02/2013
13286;Suboficial QSS BET;Nei dos Anjos Nogueira;051/SCC;26/02/1993
13287;Taifeiro de Primeira Classe QTA TAR;Nei dos Santos;841/SCC;01/12/1988
13288;Primeiro-Sargento QSS SAD;Nei Ferreira Leal Filho;968-A/SCC;14/12/1990
13289;Senhor;Nei Gaspar do Nascimento;98/SCC;18/02/1998
13290;Suboficial QSS BMA;Nei Gutierrez Rolim;092/SCC;20/01/1982
13291;Suboficial QSS SDE;Nei Rogerio Rezende;130/SCGC;03/02/2014
13292;Segundo-Sargento (AD);Neicivaldo Paes Barreto;247/SC;06/03/2006
13293;Senhora;Neide Campos Valença;98/SCC;18/02/1998
13294;Senhora;Neide da Costa Souza;161/SC;21/02/2003
13295;Senhora;Neide da Silva Bonilha;116/SCC;20/01/1984
13296;Senhora;Neide de Moura Gomes Prudencio;160/SCC;16/03/1994
13297;Senhora;Neide e Silva;193/SCC;20/02/1995
13298;Primeiro-Sargento QSS SAD;Neideluci Silva de Andrade;6/SCGC;08/01/2018
13299;Primeiro-Sargento QSS BSP;Neiel da Costa Silva;2/SCGC;06/01/2020
13300;Senhor;Neilto Lima;968-A/SCC;14/12/1990
13301;Terceiro-Sargento QE;Neilton Carlos Neres Silva;130/SCGC;03/02/2014
13302;Primeiro-Sargento QSS SML;Neir Braga da Silva;161/SC;21/02/2003
13303;Suboficial QSS BMA;Neiton Ferreira Arantes;870/SCC;20/12/1991
13304;Suboficial QSS SEL;Neivaldo de Souza Mattos;106/SC;21/02/2007
13305;Primeiro-Sargento QSS BMA;Neivaldo de Souza Monteiro;931/SCC;12/12/1989
13306;Suboficial QSS BMA;Nelcino Almeida Santos;051/SCC;26/02/1993
13307;Segundo-Sargento QSS SDE;Nelder Almenara Abreu;107/SC;25/02/2009
13308;Senhora;Nelia Costa Ferreira;107/SC;25/02/2009
13309;Suboficial QSS BEI;Nélio Antônio de Souza;113/SCC;28/02/2000
13310;Suboficial QSS SGS;Nélio Antonio Pinheiro;931/SCC;12/12/1989
13311;Suboficial QSS BEI;Nélio Gervazoni;1057/SCC;20/12/1985
13312;Segundo-Sargento QTA TCO;Nelio Ribeiro Galvão;100/SCC;20/02/1997
13313;Terceiro-Sargento QESA SDE;Nélio Riekstins Villarinho;160/SCC;16/03/1994
13314;Senhora;Nelly Amanda Bueno Hurtado;81/SC;07/02/2011
13315;Suboficial QSS BMA;Nelmo Alves da Silva;107/SC;25/02/2009
13316;Primeiro-Sargento QSS SAD;Nelmo Enio Diefenthaler;968-A/SCC;14/12/1990
13317;Suboficial QSS BEP;Nélson Alencar Pimentel;202/SC;18/02/2004
13318;Suboficial QSS SAD;Nelson Almeida Lima;870/SCC;20/12/1991
13319;Suboficial QSS SDE;Nelson Antônio Claudino;90/SCC;22/02/1999
13320;Suboficial QSS SAD;Nélson Antônio de Araújo;968-A/SCC;14/12/1990
13321;Senhor;Nelson Assunção Pantoja;90/SCC;22/02/1999
13322;Primeiro-Sargento QSS SAD;Nélson Barbosa;051/SCC;26/02/1993
13323;Segundo-Sargento QSS SEM;Nelson Barbosa Cosmo;58/SC;14/02/2012
13324;Suboficial QSS SOB;Nelson Barbosa dos Santos;048/SCC;18/01/1996
13325;Capitão QOEA;Nelson Barbosa Filho;048/SCC;18/01/1996
13326;Suboficial QSS SAD;Nelson Bernardino da Silva;968-A/SCC;14/12/1990
13327;Suboficial QSS BMA;Nelson Bocchio;100/SCC;20/02/1997
13328;Suboficial QSS BMA;Nelson Borges;091/SCC;20/01/1980
13329;Taifeiro-Mor QTA TAR;Nelson Brand;048/SCC;18/01/1996
13330;Suboficial QSS SAD;Nélson Calateyde da Silva;931/SCC;12/12/1989
13331;Suboficial QSS BET;Nelson Candido Martins de Oliveira;182/SCGC;18/02/2015
13332;Cabo QCB BSP;Nelson Cardoso de Oliveira;193/SCC;20/02/1995
13333;Suboficial QSS BMA;Nelson Carlos Kolarik;870/SCC;20/12/1991
13334;Suboficial QSS SAI;Nelson Carneiro de Freitas;29/SCGC;29/01/2016
13335;Suboficial QSS SEF;Nelson Chagas Lucena;968-A/SCC;14/12/1990
13336;Senhor;Nélson Chaves de Brito;110/SCC;28/01/1980
13337;Taifeiro-Mor QTA TAR;Nélson Costa Werneck;091/SCC;20/01/1980
13338;Senhor;Nelson da Silva Coelho;1172/SCC;15/12/1987
13339;Suboficial QSS SPV;Nelson da Silva Mascarenhas;202/SC;18/02/2004
13340;Taifeiro de Segunda Classe QTA TVA;Nélson de Carvalho Elias;968-A/SCC;14/12/1990
13341;Taifeiro de Primeira Classe QTA TAR;Nélson de Castro;051/SCC;26/02/1993
13342;Suboficial QSS BMT;Nelson de Jesus Pimenta Filho;1194/SCC;15/12/1986
13343;Suboficial QSS BCT;Nelson de Mendonça;116/SCC;20/01/1984
13344;Primeiro-Sargento QSS;Nelson Dias dos Santos;100/SCC;20/02/1997
13345;Cabo QCB SEM;Nelson Dias Paes Júnior;1172/SCC;15/12/1987
13346;Suboficial QSS BMA;Nelson do Nascimento;107/SC;25/02/2009
13347;Suboficial QSS BCT;Nelson dos Santos;90/SCC;22/02/1999
13348;Cabo QCB SAD;Nélson dos Santos;113/SC;22/02/2001
13349;Primeiro-Sargento QSS BMA;Nelson dos Santos Costa;247/SC;06/03/2006
13350;Suboficial QSS SGS;Nelson Egypto de Oliveira;048/SCC;18/01/1996
13351;Terceiro-Sargento QESA SAD;Nelson Ezequiel de Andrade Junior;048/SCC;18/01/1996
13352;Suboficial QSS BCO;Nelson Fernandes;091/SCC;20/01/1980
13353;Soldado de Primeira Classe;Nélson Ferreira Cassus;051/SCC;26/02/1993
13354;Suboficial QSS BMA;Nelson Ferreira dos Santos;113/SC;22/02/2001
13355;Primeiro-Sargento QSS SDE;Nelson Gomes da Cruz Filho;051/SCC;26/02/1993
13356;Suboficial QSS SAD;Nelson Gomes Queiroz;113/SC;22/02/2001
13357;Suboficial QSS BMA;Nelson Gonçalves dos Santos;1057/SCC;20/12/1985
13358;Suboficial QSS SAD;Nelson Joaquim Rodrigues;1057/SCC;20/12/1985
13359;Terceiro-Sargento QSS BFT;Nelson Jorge da Cruz Ribeiro;247/SC;06/03/2006
13360;Primeiro-Sargento QSS BSP;Nelson José dos Santos;58/SC;14/02/2012
13361;Suboficial QSS BET;Nelson José dos Santos Sacras;107/SC;25/02/2009
13362;Suboficial QSS BMT;Nelson José Mascarenhas Liu;106/SC;21/02/2007
13363;Primeiro-Sargento QSS SAD;Nelson Lage da Costa;1057/SCC;20/12/1985
13364;Suboficial QSS SML;Nélson Leandro da Silva;931/SCC;12/12/1989
13365;Taifeiro-Mor QTA TAR;Nelson Logullo Costa;048/SCC;18/01/1996
13366;Cabo QCB SAD;Nelson Lopes de Lima;870/SCC;20/12/1991
13367;Suboficial QSS BEI;Nelson Luiz de Menezes;091/SCC;20/01/1980
13368;Suboficial QSS BMA;Nelson Luiz Machado de Oliveira;58/SC;14/02/2012
13369;Suboficial QSS BMT;Nelson Luiz Motta Silva;58/SC;14/02/2012
13370;Senhor;Nelson Machado;092/SCC;20/01/1982
13371;Suboficial QSS BMA;Nelson Martins Filho;98/SCC;18/02/1998
13372;Senhor;Nelson Mascarenhas;1194/SCC;15/12/1986
13373;Suboficial QSS BEI;Nélson Matheus Filho;931/SCC;12/12/1989
13374;Suboficial QSS BMA;Nélson Melo Beda;98/SCC;18/02/1998
13375;Taifeiro-Mor QTA TAF;Nelson Mendes;051/SCC;26/02/1993
13376;Cabo QCB BCO;Nélson Menezes Campos;968-A/SCC;14/12/1990
13377;Suboficial QSS BET;Nelson Miguel Hoffmann;100/SCC;20/02/1997
13378;Cabo QCB SAD;Nelson Monteiro;141/SC;19/02/2002
13379;Suboficial QSS BMA;Nelson Morém de Fraga;204/SC;22/02/2005
13380;Suboficial QSS BMT;Nélson Pasziewicz da Silva;968-A/SCC;14/12/1990
13381;Suboficial QSS BCT;Nelson Paulo Almeida Coutinho Junior;107/SC;25/02/2009
13382;Suboficial QSS SAD;Nélson Pereira Ramos;048/SCC;18/01/1996
13383;Capitão QOEA SVA;Nélson Pires;1057/SCC;20/12/1985
13384;Suboficial QSS BMA;Nelson Ribeiro;870/SCC;20/12/1991
13385;Senhor;Nelson Ricardo Sartorelli;047/SCC;20/01/1981
13386;Primeiro-Sargento QSS SAD;Nelson Rodrigues dos Santos;047/SCC;20/01/1981
13387;Suboficial QSS SAD;Nelson Sanches Freitas;870/SCC;20/12/1991
13388;Taifeiro de Primeira Classe QTA TCO;Nelson Sebastião Ferreira;116/SCC;20/01/1984
13389;Suboficial QSS SAD;Nélson Souza da Silva;116/SCC;20/01/1984
13390;Cabo QCB SAD;Nélson Takaki;051/SCC;26/02/1993
13391;Suboficial QSS BMA;Nelson Ubaldo Silva Bragança;160/SCC;16/03/1994
13392;Cabo QCB SEM;Nélson Vanelis Couto;113/SC;22/02/2001
13393;Segundo-Sargento SEF;Nelson Xavier da Silva;80/SC;26/02/2008
13394;Primeiro-Tenente QOEA;Nelson Xavier Hernandes;086/SCC;20/01/1983
13395;Senhora;Nely Coelho Barroso;1194/SCC;15/12/1986
13396;Senhora;Nely Gomes Marciano;931/SCC;12/12/1989
13397;Suboficial QFG SAD;Nely Nagel dos Anjos;107/SC;25/02/2009
13398;Senhora;Nely Pereira de Sá Barcelos Cavaco;047/SCC;20/01/1981
13399;Senhor;Nemésio Flávio de Queiroz;841/SCC;01/12/1988
13400;Primeiro-Sargento QSS SMU;Nemézio Bernardo da Silva;047/SCC;20/01/1981
13401;Primeiro-Sargento SMU;Nemias Silva de Souza;81/SC;07/02/2011
13402;Senhora;Nere Valença;80/SC;26/02/2008
13403;Senhora;Nereida Souza;092/SCC;20/01/1982
13404;Cabo QCB SAD;Nereu Leão da Costa;1194/SCC;15/12/1986
13405;Senhora;Nerieda Rodrigues Corrêa;202/SC;18/02/2004
